year_month,region,prefecture,accidents,deaths,injuries
201905,中部,石川,1010,13,1182
201906,中部,石川,1196,13,1404
201907,中部,石川,1385,16,1631
201908,中部,石川,1560,16,1853
201909,中部,石川,1739,17,2052
201910,中部,石川,1939,23,2285
201911,中部,石川,2143,25,2523
201912,中部,石川,2408,31,2823
202001,中部,石川,195,7,231
202002,中部,石川,378,9,443
202003,中部,石川,599,14,705
202004,中部,石川,720,18,836
202005,中部,石川,844,24,971
202006,中部,石川,973,27,1119
202007,中部,石川,1114,30,1277
202008,中部,石川,1283,32,1476
202009,中部,石川,1435,34,1655
202010,中部,石川,1630,36,1882
202011,中部,石川,1806,38,2076
202012,中部,石川,2025,40,2325
202101,中部,石川,126,0,142
202102,中部,石川,274,2,313
202103,中部,石川,462,4,535
202104,中部,石川,622,7,722
202105,中部,石川,753,8,877
202106,中部,石川,885,8,1020
202107,中部,石川,1043,10,1198
202108,中部,石川,1174,11,1343
202109,中部,石川,1329,12,1535
202110,中部,石川,1518,17,1753
202111,中部,石川,1702,21,1956
202112,中部,石川,1946,26,2225
202201,中部,石川,158,2,171
202202,中部,石川,297,5,331
202203,中部,石川,471,6,528
202204,中部,石川,636,6,724
202205,中部,石川,793,9,910
202206,中部,石川,952,10,1099
202207,中部,石川,1101,13,1262
202208,中部,石川,1246,15,1425
202209,中部,石川,1404,17,1609
202210,中部,石川,1555,19,1772
202211,中部,石川,1759,20,1994
202212,中部,石川,1987,22,2248
202301,中部,石川,148,3,169
202302,中部,石川,300,5,332
202303,中部,石川,509,8,565
202304,中部,石川,656,9,735
202305,中部,石川,815,11,919
202306,中部,石川,983,12,1119
202307,中部,石川,1123,13,1284
202308,中部,石川,1301,14,1487
202309,中部,石川,1480,19,1694
202310,中部,石川,1654,23,1905
202311,中部,石川,1825,25,2104
202312,中部,石川,2059,28,2356
202401,中部,石川,121,2,138
202402,中部,石川,265,4,310
202403,中部,石川,395,5,456
202404,中部,石川,563,7,639
202405,中部,石川,719,8,815
202406,中部,石川,853,11,976
202407,中部,石川,1008,14,1154
202408,中部,石川,1128,14,1290
202409,中部,石川,1253,19,1426
202410,中部,石川,1416,24,1615
202411,中部,石川,1570,26,1781
202412,中部,石川,1792,30,2037
202501,中部,石川,133,0,148
202502,中部,石川,258,0,299
202503,中部,石川,402,3,449
202504,中部,石川,532,9,591
202505,中部,石川,677,10,761
202506,中部,石川,827,10,932
202507,中部,石川,1003,15,1134
202508,中部,石川,1139,16,1300
202509,中部,石川,1305,22,1486
202510,中部,石川,1464,27,1671
201901,中部,福井,115,6,129
201902,中部,福井,197,8,227
201903,中部,福井,284,10,324
201904,中部,福井,392,15,453
201905,中部,福井,492,15,568
201906,中部,福井,575,17,670
201907,中部,福井,675,17,782
201908,中部,福井,782,19,901
201909,中部,福井,860,23,982
201910,中部,福井,960,24,1097
201911,中部,福井,1051,27,1196
201912,中部,福井,1168,31,1333
202001,中部,福井,82,3,84
202002,中部,福井,176,4,186
202003,中部,福井,258,6,281
202004,中部,福井,315,8,343
202005,中部,福井,363,9,397
202006,中部,福井,423,14,463
202007,中部,福井,486,19,531
202008,中部,福井,560,20,618
202009,中部,福井,633,22,696
202010,中部,福井,723,31,785
202011,中部,福井,792,36,860
202012,中部,福井,868,41,940
202101,中部,福井,77,0,93
202102,中部,福井,149,1,171
202103,中部,福井,210,4,234
202104,中部,福井,284,7,310
202105,中部,福井,355,7,396
202106,中部,福井,441,10,492
202107,中部,福井,499,11,563
202108,中部,福井,577,13,658
202109,中部,福井,642,14,731
202110,中部,福井,720,19,814
202111,中部,福井,826,25,927
202112,中部,福井,912,26,1029
202201,中部,福井,75,0,95
202202,中部,福井,153,2,174
202203,中部,福井,238,6,267
202204,中部,福井,292,9,328
202205,中部,福井,354,11,393
202206,中部,福井,440,13,484
202207,中部,福井,509,17,566
202208,中部,福井,595,21,668
202209,中部,福井,672,23,751
202210,中部,福井,751,25,836
202211,中部,福井,853,26,965
202212,中部,福井,939,27,1063
202301,中部,福井,89,2,100
202302,中部,福井,162,4,177
202303,中部,福井,243,5,270
202304,中部,福井,303,5,335
202305,中部,福井,374,7,422
202306,中部,福井,453,7,518
202307,中部,福井,527,7,606
202308,中部,福井,609,9,700
202309,中部,福井,695,14,801
202310,中部,福井,771,15,891
202311,中部,福井,876,17,1008
202312,中部,福井,986,20,1133
202401,中部,福井,84,0,96
202402,中部,福井,152,1,179
202403,中部,福井,220,5,257
202404,中部,福井,303,8,343
202405,中部,福井,371,8,422
202406,中部,福井,448,8,517
202407,中部,福井,511,12,589
202408,中部,福井,583,15,667
202409,中部,福井,651,17,745
202410,中部,福井,749,20,852
202411,中部,福井,847,22,963
202412,中部,福井,964,23,1100
202501,中部,福井,97,1,111
202502,中部,福井,177,4,196
202503,中部,福井,258,6,286
202504,中部,福井,332,8,365
202505,中部,福井,406,8,452
202506,中部,福井,480,12,532
202507,中部,福井,549,13,605
202508,中部,福井,627,15,695
202509,中部,福井,699,17,786
202510,中部,福井,789,19,885
201901,中部,長野,551,6,668
201902,中部,長野,1072,10,1300
201903,中部,長野,1580,13,1907
201904,中部,長野,2101,19,2544
201905,中部,長野,2570,24,3118
201906,中部,長野,3006,26,3633
201907,中部,長野,3493,29,4240
201908,中部,長野,4054,38,4932
201909,中部,長野,4534,43,5500
201910,中部,長野,5107,46,6198
201911,中部,長野,5666,57,6842
201912,中部,長野,6281,65,7559
202001,中部,長野,430,6,518
202002,中部,長野,845,7,1009
202003,中部,長野,1280,10,1528
202004,中部,長野,1605,15,1887
202005,中部,長野,1888,17,2224
202006,中部,長野,2231,21,2642
202007,中部,長野,2610,22,3108
202008,中部,長野,3024,27,3609
202009,中部,長野,3405,33,4065
202010,中部,長野,3825,37,4579
202011,中部,長野,4293,42,5150
202012,中部,長野,4802,46,5756
202101,中部,長野,340,1,411
202102,中部,長野,696,2,819
202103,中部,長野,1086,6,1292
202104,中部,長野,1475,8,1751
202105,中部,長野,1815,11,2158
202106,中部,長野,2211,18,2632
202107,中部,長野,2579,24,3074
202108,中部,長野,2978,26,3579
202109,中部,長野,3354,30,4029
202110,中部,長野,3830,35,4583
202111,中部,長野,4289,41,5131
202112,中部,長野,4772,45,5696
202201,中部,長野,424,2,503
202202,中部,長野,761,5,894
202203,中部,長野,1140,10,1345
202204,中部,長野,1492,14,1749
202205,中部,長野,1876,21,2224
202206,中部,長野,2260,22,2681
202207,中部,長野,2637,27,3109
202208,中部,長野,3057,34,3629
202209,中部,長野,3420,38,4076
202210,中部,長野,3819,40,4539
202211,中部,長野,4278,43,5080
202212,中部,長野,4752,46,5611
202301,中部,長野,352,2,424
202302,中部,長野,761,6,895
202303,中部,長野,1133,9,1352
202304,中部,長野,1495,13,1782
202305,中部,長野,1863,16,2221
202306,中部,長野,2238,17,2664
202307,中部,長野,2618,21,3109
202308,中部,長野,3092,24,3688
202309,中部,長野,3577,26,4269
202310,中部,長野,4043,30,4824
202311,中部,長野,4532,34,5394
202312,中部,長野,5006,42,5951
202401,中部,長野,414,1,487
202402,中部,長野,764,10,910
202403,中部,長野,1208,11,1461
202404,中部,長野,1589,15,1916
202405,中部,長野,2028,19,2464
202406,中部,長野,2411,24,2912
202407,中部,長野,2776,32,3350
202408,中部,長野,3249,40,3916
202409,中部,長野,3617,43,4353
202410,中部,長野,4024,47,4866
202411,中部,長野,4476,52,5399
202412,中部,長野,4970,57,6005
202501,中部,長野,345,2,412
202502,中部,長野,664,2,795
202503,中部,長野,1029,8,1229
202504,中部,長野,1386,12,1645
202505,中部,長野,1738,17,2073
202506,中部,長野,2068,21,2451
202507,中部,長野,2496,24,2957
202508,中部,長野,2867,28,3404
202509,中部,長野,3256,30,3889
202510,中部,長野,3700,34,4409
201901,中部,静岡,2058,12,2718
201902,中部,静岡,4058,21,5192
201903,中部,静岡,6278,23,8137
201904,中部,静岡,8444,37,10971
201905,中部,静岡,10441,40,13535
201906,中部,静岡,12375,49,16003
201907,中部,静岡,14418,54,18632
201908,中部,静岡,16517,62,21500
201909,中部,静岡,18465,68,24013
201910,中部,静岡,20645,77,26826
201911,中部,静岡,22785,87,29544
201912,中部,静岡,25102,101,32491
202001,中部,静岡,1899,9,2440
202002,中部,静岡,3683,21,4695
202003,中部,静岡,5493,35,6995
202004,中部,静岡,6863,41,8735
202005,中部,静岡,8142,47,10372
202006,中部,静岡,9787,54,12421
202007,中部,静岡,11562,61,14707
202008,中部,静岡,13242,66,16963
202009,中部,静岡,14979,80,19170
202010,中部,静岡,16906,91,21582
202011,中部,静岡,18765,103,23935
202012,中部,静岡,20667,108,26360
202101,中部,静岡,1557,6,1915
202102,中部,静岡,3036,15,3778
202103,中部,静岡,4731,26,5976
202104,中部,静岡,6338,30,7973
202105,中部,静岡,7851,36,9915
202106,中部,静岡,9441,40,11904
202107,中部,静岡,11050,44,13949
202108,中部,静岡,12603,54,15970
202109,中部,静岡,13984,63,17694
202110,中部,静岡,15710,72,19861
202111,中部,静岡,17466,84,22004
202112,中部,静岡,19382,89,24408
202201,中部,静岡,1572,6,1979
202202,中部,静岡,2844,10,3518
202203,中部,静岡,4314,15,5397
202204,中部,静岡,5768,19,7250
202205,中部,静岡,7227,20,9103
202206,中部,静岡,8807,24,11095
202207,中部,静岡,10419,32,13170
202208,中部,静岡,11918,39,15131
202209,中部,静岡,13550,53,17185
202210,中部,静岡,15230,62,19312
202211,中部,静岡,16962,73,21466
202212,中部,静岡,18678,83,23662
202301,中部,静岡,1467,3,1904
202302,中部,静岡,2875,5,3652
202303,中部,静岡,4571,12,5769
202304,中部,静岡,6056,15,7658
202305,中部,静岡,7561,21,9589
202306,中部,静岡,9080,24,11513
202307,中部,静岡,10549,32,13332
202308,中部,静岡,12128,43,15416
202309,中部,静岡,13561,51,17206
202310,中部,静岡,15200,60,19248
202311,中部,静岡,16900,62,21369
202312,中部,静岡,18662,70,23573
202401,中部,静岡,1490,5,1837
202402,中部,静岡,2942,12,3654
202403,中部,静岡,4427,20,5530
202404,中部,静岡,5852,24,7334
202405,中部,静岡,7291,29,9163
202406,中部,静岡,8636,34,10848
202407,中部,静岡,10014,39,12573
202408,中部,静岡,11417,51,14424
202409,中部,静岡,12790,56,16153
202410,中部,静岡,14321,61,18053
202411,中部,静岡,15798,75,19847
202412,中部,静岡,17441,88,21880
202501,中部,静岡,1411,12,1763
202502,中部,静岡,2687,16,3315
202503,中部,静岡,4018,21,4992
202504,中部,静岡,5292,27,6561
202505,中部,静岡,6523,31,8122
202506,中部,静岡,7899,33,9841
202507,中部,静岡,9342,36,11638
202508,中部,静岡,10603,38,13282
202509,中部,静岡,12001,41,15052
202510,中部,静岡,13430,48,16826
201901,九州,佐賀,431,2,566
201902,九州,佐賀,851,5,1097
201903,九州,佐賀,1284,7,1701
201904,九州,佐賀,1681,10,2224
201905,九州,佐賀,2104,10,2795
201906,九州,佐賀,2456,12,3271
201907,九州,佐賀,2898,14,3874
201908,九州,佐賀,3323,16,4431
201909,九州,佐賀,3737,21,4993
201910,九州,佐賀,4172,24,5570
201911,九州,佐賀,4608,31,6142
201912,九州,佐賀,5040,34,6713
202001,九州,佐賀,354,4,458
202002,九州,佐賀,688,9,897
202003,九州,佐賀,1024,11,1335
202004,九州,佐賀,1279,14,1635
202005,九州,佐賀,1514,16,1930
202006,九州,佐賀,1833,22,2347
202007,九州,佐賀,2124,23,2744
202008,九州,佐賀,2394,26,3096
202009,九州,佐賀,2714,26,3509
202010,九州,佐賀,3058,28,3930
202011,九州,佐賀,3395,30,4371
202012,九州,佐賀,3758,33,4839
202101,九州,佐賀,313,6,404
202102,九州,佐賀,579,6,732
202103,九州,佐賀,892,10,1127
202104,九州,佐賀,1162,11,1487
202105,九州,佐賀,1417,14,1784
202106,九州,佐賀,1684,14,2119
202107,九州,佐賀,1977,14,2511
202108,九州,佐賀,2253,15,2861
202109,九州,佐賀,2527,17,3228
202110,九州,佐賀,2849,19,3660
202111,九州,佐賀,3179,21,4102
202112,九州,佐賀,3506,23,4539
202201,九州,佐賀,297,3,382
202202,九州,佐賀,505,4,638
202203,九州,佐賀,771,6,970
202204,九州,佐賀,972,7,1220
202205,九州,佐賀,1230,8,1558
202206,九州,佐賀,1506,9,1928
202207,九州,佐賀,1786,11,2269
202208,九州,佐賀,2079,12,2665
202209,九州,佐賀,2353,12,3025
202210,九州,佐賀,2642,16,3413
202211,九州,佐賀,2951,18,3824
202212,九州,佐賀,3238,23,4219
202301,九州,佐賀,261,0,338
202302,九州,佐賀,518,0,658
202303,九州,佐賀,797,2,1024
202304,九州,佐賀,1049,2,1350
202305,九州,佐賀,1324,3,1724
202306,九州,佐賀,1553,3,2024
202307,九州,佐賀,1794,5,2336
202308,九州,佐賀,2083,5,2714
202309,九州,佐賀,2335,5,3019
202310,九州,佐賀,2614,6,3375
202311,九州,佐賀,2881,8,3719
202312,九州,佐賀,3144,13,4037
202401,九州,佐賀,247,3,319
202402,九州,佐賀,444,6,572
202403,九州,佐賀,679,7,880
202404,九州,佐賀,875,8,1136
202405,九州,佐賀,1080,8,1415
202406,九州,佐賀,1320,9,1735
202407,九州,佐賀,1536,12,2011
202408,九州,佐賀,1759,12,2315
202409,九州,佐賀,1948,15,2560
202410,九州,佐賀,2160,21,2821
202411,九州,佐賀,2385,23,3100
202412,九州,佐賀,2623,24,3423
202501,九州,佐賀,197,3,264
202502,九州,佐賀,362,3,465
202503,九州,佐賀,534,3,672
202504,九州,佐賀,723,5,926
202505,九州,佐賀,927,5,1191
202506,九州,佐賀,1118,8,1445
202507,九州,佐賀,1322,8,1693
202508,九州,佐賀,1521,9,1961
202509,九州,佐賀,1711,11,2212
202510,九州,佐賀,1953,16,2521
201901,九州,大分,163,2,202
201902,九州,大分,423,2,527
201903,九州,大分,681,7,852
201904,九州,大分,963,15,1187
201905,九州,大分,1203,19,1488
201906,九州,大分,1457,23,1816
201907,九州,大分,1713,27,2133
201908,九州,大分,1932,29,2414
201909,九州,大分,2192,35,2749
201910,九州,大分,2419,37,3026
201911,九州,大分,2701,39,3366
201912,九州,大分,3037,41,3765
202001,九州,大分,139,6,180
202002,九州,大分,361,10,461
202003,九州,大分,576,16,724
202004,九州,大分,742,17,944
202005,九州,大分,886,21,1114
202006,九州,大分,1065,24,1327
202007,九州,大分,1273,25,1573
202008,九州,大分,1480,27,1845
202009,九州,大分,1671,29,2082
202010,九州,大分,1882,35,2336
202011,九州,大分,2141,41,2646
202012,九州,大分,2437,43,3020
202101,九州,大分,116,1,130
202102,九州,大分,305,7,342
202103,九州,大分,515,8,596
202104,九州,大分,710,14,840
202105,九州,大分,873,15,1035
202106,九州,大分,1065,18,1274
202107,九州,大分,1243,20,1497
202108,九州,大分,1430,21,1716
202109,九州,大分,1612,24,1928
202110,九州,大分,1845,27,2205
202111,九州,大分,2067,33,2461
202112,九州,大分,2360,36,2832
202201,九州,大分,133,2,152
202202,九州,大分,296,4,349
202203,九州,大分,494,5,605
202204,九州,大分,688,7,845
202205,九州,大分,883,13,1091
202206,九州,大分,1081,14,1337
202207,九州,大分,1264,15,1571
202208,九州,大分,1436,18,1788
202209,九州,大分,1610,22,1993
202210,九州,大分,1805,25,2225
202211,九州,大分,2007,28,2474
202212,九州,大分,2271,32,2804
202301,九州,大分,136,4,171
202302,九州,大分,325,5,407
202303,九州,大分,511,5,641
202304,九州,大分,666,8,824
202305,九州,大分,839,10,1046
202306,九州,大分,1031,11,1276
202307,九州,大分,1193,12,1490
202308,九州,大分,1388,17,1730
202309,九州,大分,1584,22,1967
202310,九州,大分,1786,25,2218
202311,九州,大分,1971,26,2456
202312,九州,大分,2233,32,2767
202401,九州,大分,120,3,162
202402,九州,大分,282,5,346
202403,九州,大分,453,7,549
202404,九州,大分,615,10,748
202405,九州,大分,804,12,980
202406,九州,大分,982,12,1209
202407,九州,大分,1167,16,1430
202408,九州,大分,1354,17,1680
202409,九州,大分,1535,19,1912
202410,九州,大分,1719,22,2134
202411,九州,大分,1879,24,2329
202412,九州,大分,2125,28,2619
202501,九州,大分,136,2,169
202502,九州,大分,276,7,331
202503,九州,大分,451,10,553
202504,九州,大分,596,13,730
202505,九州,大分,737,17,893
202506,九州,大分,930,19,1135
202507,九州,大分,1121,22,1361
202508,九州,大分,1281,25,1571
202509,九州,大分,1434,27,1758
202510,九州,大分,1601,30,1962
201901,九州,宮崎,489,2,546
201902,九州,宮崎,960,5,1053
201903,九州,宮崎,1503,10,1666
201904,九州,宮崎,2042,12,2270
201905,九州,宮崎,2588,16,2890
201906,九州,宮崎,3072,18,3431
201907,九州,宮崎,3672,20,4115
201908,九州,宮崎,4258,22,4779
201909,九州,宮崎,4807,25,5398
201910,九州,宮崎,5353,30,6009
201911,九州,宮崎,5920,34,6653
201912,九州,宮崎,6621,39,7432
202001,九州,宮崎,464,2,522
202002,九州,宮崎,923,7,1037
202003,九州,宮崎,1396,9,1571
202004,九州,宮崎,1809,14,2043
202005,九州,宮崎,2135,17,2415
202006,九州,宮崎,2517,19,2841
202007,九州,宮崎,2934,21,3306
202008,九州,宮崎,3326,24,3741
202009,九州,宮崎,3699,25,4154
202010,九州,宮崎,4127,28,4616
202011,九州,宮崎,4579,32,5126
202012,九州,宮崎,5126,36,5741
202101,九州,宮崎,282,1,324
202102,九州,宮崎,620,4,693
202103,九州,宮崎,1066,5,1196
202104,九州,宮崎,1442,7,1611
202105,九州,宮崎,1778,9,2003
202106,九州,宮崎,2157,9,2438
202107,九州,宮崎,2489,9,2811
202108,九州,宮崎,2912,12,3302
202109,九州,宮崎,3233,17,3668
202110,九州,宮崎,3568,19,4041
202111,九州,宮崎,3929,23,4442
202112,九州,宮崎,4461,30,5059
202201,九州,宮崎,279,5,313
202202,九州,宮崎,506,7,562
202203,九州,宮崎,808,7,901
202204,九州,宮崎,1118,11,1246
202205,九州,宮崎,1414,12,1588
202206,九州,宮崎,1736,13,1948
202207,九州,宮崎,2012,14,2265
202208,九州,宮崎,2323,20,2605
202209,九州,宮崎,2651,22,2969
202210,九州,宮崎,2958,25,3319
202211,九州,宮崎,3294,30,3686
202212,九州,宮崎,3798,32,4245
202301,九州,宮崎,193,2,227
202302,九州,宮崎,475,6,545
202303,九州,宮崎,800,8,896
202304,九州,宮崎,1067,12,1193
202305,九州,宮崎,1369,13,1534
202306,九州,宮崎,1684,14,1884
202307,九州,宮崎,1957,18,2186
202308,九州,宮崎,2226,21,2491
202309,九州,宮崎,2519,22,2814
202310,九州,宮崎,2808,25,3139
202311,九州,宮崎,3097,28,3455
202312,九州,宮崎,3488,30,3908
202401,九州,宮崎,184,1,205
202402,九州,宮崎,443,1,494
202403,九州,宮崎,676,4,740
202404,九州,宮崎,885,9,976
202405,九州,宮崎,1126,11,1243
202406,九州,宮崎,1322,14,1471
202407,九州,宮崎,1547,17,1719
202408,九州,宮崎,1768,23,1966
202409,九州,宮崎,1976,26,2191
202410,九州,宮崎,2209,26,2457
202411,九州,宮崎,2423,30,2699
202412,九州,宮崎,2703,39,3007
202501,九州,宮崎,157,3,168
202502,九州,宮崎,312,5,333
202503,九州,宮崎,509,7,556
202504,九州,宮崎,699,11,760
202505,九州,宮崎,901,13,994
202506,九州,宮崎,1081,16,1203
202507,九州,宮崎,1301,19,1460
202508,九州,宮崎,1505,25,1689
202509,九州,宮崎,1719,25,1916
202510,九州,宮崎,1943,26,2163
201901,九州,沖縄,242,1,272
201902,九州,沖縄,503,1,585
201903,九州,沖縄,847,4,980
201904,九州,沖縄,1168,5,1354
201905,九州,沖縄,1484,7,1720
201906,九州,沖縄,1832,9,2142
201907,九州,沖縄,2187,12,2544
201908,九州,沖縄,2552,16,2976
201909,九州,沖縄,2897,19,3401
201910,九州,沖縄,3259,25,3808
201911,九州,沖縄,3569,29,4174
201912,九州,沖縄,4075,36,4861
202001,九州,沖縄,179,1,209
202002,九州,沖縄,421,3,479
202003,九州,沖縄,714,7,808
202004,九州,沖縄,926,7,1041
202005,九州,沖縄,1100,7,1260
202006,九州,沖縄,1311,8,1496
202007,九州,沖縄,1555,8,1772
202008,九州,沖縄,1742,11,1991
202009,九州,沖縄,1934,14,2215
202010,九州,沖縄,2185,16,2502
202011,九州,沖縄,2466,19,2832
202012,九州,沖縄,2808,22,3290
202101,九州,沖縄,184,2,232
202102,九州,沖縄,411,8,495
202103,九州,沖縄,648,11,766
202104,九州,沖縄,877,11,1033
202105,九州,沖縄,1121,11,1333
202106,九州,沖縄,1329,15,1583
202107,九州,沖縄,1521,17,1817
202108,九州,沖縄,1727,19,2055
202109,九州,沖縄,1925,20,2279
202110,九州,沖縄,2164,21,2557
202111,九州,沖縄,2390,23,2810
202112,九州,沖縄,2783,26,3319
202201,九州,沖縄,154,1,179
202202,九州,沖縄,331,4,385
202203,九州,沖縄,578,7,668
202204,九州,沖縄,764,13,878
202205,九州,沖縄,970,16,1110
202206,九州,沖縄,1187,18,1369
202207,九州,沖縄,1437,22,1661
202208,九州,沖縄,1697,24,1977
202209,九州,沖縄,1900,27,2220
202210,九州,沖縄,2133,31,2496
202211,九州,沖縄,2410,32,2824
202212,九州,沖縄,2778,34,3311
202301,九州,沖縄,163,4,184
202302,九州,沖縄,367,9,431
202303,九州,沖縄,621,13,765
202304,九州,沖縄,866,14,1061
202305,九州,沖縄,1082,18,1320
202306,九州,沖縄,1272,21,1553
202307,九州,沖縄,1541,23,1895
202308,九州,沖縄,1734,25,2116
202309,九州,沖縄,2005,29,2436
202310,九州,沖縄,2284,32,2779
202311,九州,沖縄,2544,33,3088
202312,九州,沖縄,2964,38,3573
202401,九州,沖縄,163,4,194
202402,九州,沖縄,370,9,431
202403,九州,沖縄,623,12,712
202404,九州,沖縄,834,14,961
202405,九州,沖縄,1065,14,1233
202406,九州,沖縄,1269,22,1489
202407,九州,沖縄,1526,24,1783
202408,九州,沖縄,1747,28,2047
202409,九州,沖縄,2021,34,2360
202410,九州,沖縄,2277,39,2680
202411,九州,沖縄,2520,41,2966
202412,九州,沖縄,2875,44,3387
202501,九州,沖縄,144,6,157
202502,九州,沖縄,328,6,386
202503,九州,沖縄,558,8,650
202504,九州,沖縄,773,12,896
202505,九州,沖縄,995,15,1161
202506,九州,沖縄,1212,18,1427
202507,九州,沖縄,1458,23,1715
202508,九州,沖縄,1708,25,2027
202509,九州,沖縄,1956,27,2327
202510,九州,沖縄,2228,29,2663
201901,九州,熊本,333,6,425
201902,九州,熊本,649,10,821
201903,九州,熊本,1008,16,1271
201904,九州,熊本,1339,25,1678
201905,九州,熊本,1685,28,2120
201906,九州,熊本,1984,30,2493
201907,九州,熊本,2335,35,2930
201908,九州,熊本,2710,36,3412
201909,九州,熊本,3014,43,3788
201910,九州,熊本,3353,50,4208
201911,九州,熊本,3693,60,4620
201912,九州,熊本,4104,69,5092
202001,九州,熊本,312,6,391
202002,九州,熊本,606,10,758
202003,九州,熊本,900,13,1143
202004,九州,熊本,1124,18,1431
202005,九州,熊本,1302,19,1644
202006,九州,熊本,1549,22,1951
202007,九州,熊本,1801,23,2272
202008,九州,熊本,2047,24,2594
202009,九州,熊本,2259,26,2865
202010,九州,熊本,2550,38,3220
202011,九州,熊本,2845,42,3599
202012,九州,熊本,3152,46,3987
202101,九州,熊本,251,3,292
202102,九州,熊本,477,6,563
202103,九州,熊本,752,11,908
202104,九州,熊本,998,13,1227
202105,九州,熊本,1230,16,1511
202106,九州,熊本,1506,20,1838
202107,九州,熊本,1769,23,2149
202108,九州,熊本,2061,24,2531
202109,九州,熊本,2287,24,2836
202110,九州,熊本,2557,31,3156
202111,九州,熊本,2849,35,3510
202112,九州,熊本,3188,39,3936
202201,九州,熊本,271,1,323
202202,九州,熊本,496,8,605
202203,九州,熊本,747,12,914
202204,九州,熊本,981,14,1209
202205,九州,熊本,1214,18,1492
202206,九州,熊本,1511,25,1864
202207,九州,熊本,1749,29,2154
202208,九州,熊本,2066,34,2575
202209,九州,熊本,2315,36,2886
202210,九州,熊本,2581,44,3204
202211,九州,熊本,2856,45,3551
202212,九州,熊本,3175,53,3924
202301,九州,熊本,231,2,283
202302,九州,熊本,474,4,597
202303,九州,熊本,741,10,923
202304,九州,熊本,1011,11,1258
202305,九州,熊本,1291,13,1607
202306,九州,熊本,1577,15,1963
202307,九州,熊本,1822,17,2262
202308,九州,熊本,2108,23,2641
202309,九州,熊本,2354,25,2953
202310,九州,熊本,2654,31,3331
202311,九州,熊本,2971,33,3740
202312,九州,熊本,3312,37,4140
202401,九州,熊本,248,3,288
202402,九州,熊本,484,6,566
202403,九州,熊本,708,14,829
202404,九州,熊本,964,18,1155
202405,九州,熊本,1216,21,1475
202406,九州,熊本,1452,25,1771
202407,九州,熊本,1711,28,2075
202408,九州,熊本,1941,36,2370
202409,九州,熊本,2155,39,2655
202410,九州,熊本,2416,48,2976
202411,九州,熊本,2669,50,3289
202412,九州,熊本,2945,55,3628
202501,九州,熊本,224,1,272
202502,九州,熊本,442,6,538
202503,九州,熊本,684,6,825
202504,九州,熊本,908,12,1102
202505,九州,熊本,1140,16,1393
202506,九州,熊本,1383,17,1682
202507,九州,熊本,1660,23,2020
202508,九州,熊本,1900,28,2319
202509,九州,熊本,2142,32,2625
202510,九州,熊本,2427,35,2961
201901,九州,福岡,2209,9,2802
201902,九州,福岡,4288,16,5478
201903,九州,福岡,6690,22,8531
201904,九州,福岡,8860,32,11343
201905,九州,福岡,10979,39,14099
201906,九州,福岡,13036,47,16730
201907,九州,福岡,15350,52,19751
201908,九州,福岡,17537,56,22744
201909,九州,福岡,19870,71,25726
201910,九州,福岡,22265,78,28758
201911,九州,福岡,24557,87,31674
201912,九州,福岡,26936,98,35077
202001,九州,福岡,1979,7,2510
202002,九州,福岡,3851,15,4899
202003,九州,福岡,5687,26,7258
202004,九州,福岡,6987,32,8916
202005,九州,福岡,8273,38,10548
202006,九州,福岡,9961,42,12696
202007,九州,福岡,11827,49,15060
202008,九州,福岡,13568,57,17339
202009,九州,福岡,15339,64,19555
202010,九州,福岡,17289,72,22028
202011,九州,福岡,19222,83,24473
202012,九州,福岡,21495,91,27575
202101,九州,福岡,1602,6,1974
202102,九州,福岡,3165,10,3954
202103,九州,福岡,4847,16,6130
202104,九州,福岡,6574,23,8240
202105,九州,福岡,8062,28,10122
202106,九州,福岡,9637,38,12123
202107,九州,福岡,11285,50,14186
202108,九州,福岡,12762,64,16145
202109,九州,福岡,14341,76,18177
202110,九州,福岡,16265,84,20515
202111,九州,福岡,18125,94,22870
202112,九州,福岡,20066,101,25587
202201,九州,福岡,1487,4,1829
202202,九州,福岡,2814,10,3477
202203,九州,福岡,4438,17,5539
202204,九州,福岡,6044,18,7571
202205,九州,福岡,7660,23,9605
202206,九州,福岡,9335,29,11715
202207,九州,福岡,11010,36,13825
202208,九州,福岡,12604,46,15902
202209,九州,福岡,14278,50,18039
202210,九州,福岡,16311,55,20565
202211,九州,福岡,18071,65,22790
202212,九州,福岡,19868,75,25285
202301,九州,福岡,1637,9,1984
202302,九州,福岡,3132,17,3866
202303,九州,福岡,4874,27,6088
202304,九州,福岡,6605,36,8245
202305,九州,福岡,8165,40,10238
202306,九州,福岡,9780,44,12253
202307,九州,福岡,11457,53,14352
202308,九州,福岡,13103,63,16531
202309,九州,福岡,14809,75,18673
202310,九州,福岡,16686,80,21010
202311,九州,福岡,18405,87,23202
202312,九州,福岡,20173,103,25699
202401,九州,福岡,1608,13,1970
202402,九州,福岡,3078,18,3808
202403,九州,福岡,4689,23,5885
202404,九州,福岡,6233,30,7849
202405,九州,福岡,7679,36,9710
202406,九州,福岡,9118,47,11516
202407,九州,福岡,10693,54,13514
202408,九州,福岡,12216,61,15520
202409,九州,福岡,13704,70,17421
202410,九州,福岡,15207,75,19313
202411,九州,福岡,16895,83,21378
202412,九州,福岡,18473,91,23606
202501,九州,福岡,1519,9,1899
